Total of paths: 1236
Noise: 765
 -47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-47393,-2614,-46778,-2808,-46541,-2872,-46440,-2898,-46403,-2906,-46388,-2908,-46382,-2909,-46380,-2910,-46379,-2910,-46378,-2910,-46378,-2910,-46378,-2910,-46378,-2910,-46378,-2910,-46378,-2910,-46378,-2910,-45820,-3106,-45601,-3200,-45508,-3240,-45470,-3256,-45455,-3261,-45448,-3263,-45446,-3264,-45445,-3264,-45444,-3264,-45444,-3265,-45444,-3265,-45444,-3265,-45444,-3265,-45444,-3265,-45444,-3265,-44911,-3520,-44149,-3772,-43845,-3874,-43730,-3919,-43685,-3937,-43667,-3944,-43098,-4202,-42885,-4317,-42794,-4370,-42757,-4391,-42744,-4400,-42738,-4403,-42736,-4404,-42735,-4405,-42734,-4405,-42734,-4405,-42734,-4405,-42734,-4405,-42734,-4405,-42734,-4405,-42734,-4405,-42164,-4638,-41379,-4906,-41057,-5000,-40394,-5230,-39546,-5488,-38626,-5835,-37697,-6186,-36780,-6618,-36398,-6771,-36253,-6834,-36196,-6857,-36173,-6866,-36163,-6870,-36159,-6871,-36157,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-36156,-6872,-35555,-7102,-34764,-7441,-33962,-7748,-33130,-8066,-32240,-8410,-31876,-8575,-31724,-8649,-31662,-8677,-31636,-8689,-31097,-8926,-30317,-9226,-29447,-9558,-29105,-9662,-28506,-9328,-27813,-8762,-27544,-8520,-27438,-8421,-27396,-8381,-27380,-8365,-27373,-8358,-27370,-8356,-26894,-8009,-26713,-7876,-26644,-7821,-26619,-7799,-26610,-7790,-26606,-7787,-26605,-7786,-26604,-7785,-26604,-7785,-26604,-7785,-26604,-7785,-26604,-7785,-26163,-7451,-25542,-6894,-25272,-6691,-25172,-6617,-25131,-6585,-25115,-6572,-25108,-6567,-25105,-6566,-25104,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565,-25103,-6565 ;
 -22513,-7871,-22405,-7679,-22312,-7478,-21993,-6833,-21617,-6023,-21212,-5176,-21053,-4852,-20979,-4729,-21181,-4138,-21496,-3355,-21824,-2448,-22227,-1522,-22388,-1166,-22447,-1023,-22471,-967,-22482,-946,-22487,-937,-22489,-934,-22490,-933,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932,-22491,-932 ;
 -40822,-3803,-40402,-3395,-40219,-3231,-40153,-3169,-40127,-3141,-40118,-3131,-40692,-3019,-40915,-2978,-41012,-2960,-41577,-2818,-41807,-2760,-41903,-2734,-42561,-2633,-42810,-2604,-42902,-2594,-42941,-2593,-42957,-2593,-42963,-2593,-42966,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42967,-2593,-42360,-2645,-42135,-2654,-42042,-2650,-42006,-2646,-41991,-2644,-41399,-2649,-41147,-2657,-41039,-2656,-40411,-2654,-40167,-2643,-40072,-2643 ;
 -26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-26409,-5012,-25835,-5213,-25613,-5305,-25522,-5339,-25486,-5352,-25471,-5357,-25465,-5359,-25463,-5360,-25462,-5360,-25462,-5360 ;
 -25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422,-25944,-3422 ;
 -22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22731,-8606,-22142,-8737,-21891,-8782,-21791,-8798,-21206,-8926,-20359,-9037,-20014,-9074,-19876,-9096,-19821,-9105,-19799,-9108 ;
 -33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-33127,446,-32842,-98,-32429,-835,-32273,-1118,-32081,-1458,-31900,-1816,-31708,-2198,-31343,-2840,-31198,-3100,-31130,-3205,-31102,-3247,-31090,-3266,-31086,-3273,-31084,-3275,-31083,-3276,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-31083,-3277,-30778,-3844,-30415,-4646,-30053,-5451,-29879,-5772,-29820,-5904,-29797,-5957,-29788,-5978,-29784,-5987,-29782,-5990,-29782,-5991,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992,-29781,-5992 ;
 -24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24482,-13566,-24147,-13099,-23661,-12425,-23155,-11648,-22599,-10859,-22099,-10054,-21554,-9232,-20915,-8404,-20307,-7619,-20065,-7303,-19961,-7172,-19919,-7120,-19902,-7099,-19895,-7091,-19892,-7088,-19891,-7087,-19891,-7086,-19891,-7086,-19891,-7086,-19891,-7086,-19891,-7086,-19891,-7086,-19891,-7086,-19891,-7086,-19946,-6806,-19968,-6694,-19975,-6646,-19978,-6628,-19979,-6621,-19980,-6618,-19980,-6617,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616,-19980,-6616 ;
 -20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196,-20730,-10196 ;
 -47554,-2884,-47492,-2672,-47406,-2292,-47365,-2150,-47348,-2096,-47340,-2074,-47336,-2064,-47335,-2061,-46784,-2278,-46565,-2384,-46481,-2421,-46447,-2438,-46434,-2446,-46429,-2448,-45853,-2674,-45122,-2992,-44848,-3111,-44731,-3155,-44687,-3171,-44668,-3176,-44661,-3179,-44658,-3180,-44657,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44656,-3180,-44142,-3367,-43374,-3711,-42531,-4066,-41628,-4420,-40705,-4828,-39809,-5251,-39439,-5397,-39290,-5446,-39230,-5466,-39206,-5474,-39197,-5477,-39193,-5478,-39192,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-39191,-5478,-38658,-5741,-38446,-5859,-38365,-5900 ;
 -19467,-2443,-19406,-2520,-19383,-2552,-19373,-2563,-19369,-2567,-19368,-2569,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570,-19367,-2570 ;
 -23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447,-23192,-3447 ;
 -38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38875,3489,-38277,3590,-37452,3723,-37121,3795,-37001,3830,-36952,3841,-36932,3844,-36925,3846,-36923,3846,-36344,3920,-35541,4073,-35229,4124,-35109,4141,-35056,4147,-35034,4150,-35026,4151,-35022,4151,-35021,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-35020,4151,-34378,4267,-34105,4322,-33993,4353,-33359,4442,-32481,4527,-32152,4554,-31451,4668,-31158,4728,-31044,4745,-30393,4874,-29520,4937,-29172,4952,-28444,5020,-27603,5092,-27255,5119,-27124,5127,-27072,5132,-27051,5134,-27043,5135,-27039,5136,-27038,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-27037,5136,-26445,5278,-26206,5336,-26111,5360,-26073,5370,-26059,5373,-26053,5374,-26051,5374,-26050,5374,-26050,5374,-26049,5374,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375,-26049,5375 ;
 -24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24546,-10952,-24178,-10733,-24034,-10655,-23653,-10423,-23512,-10333,-23458,-10291,-23434,-10274,-23426,-10267,-22996,-9816,-22404,-9175,-22168,-8914,-22074,-8812,-22036,-8770,-22020,-8754,-22014,-8747,-22011,-8744,-22010,-8743,-22010,-8743 ;
 -20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245,-20788,-10245 ;
 -26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26817,5459,-26254,5624,-26029,5685,-25941,5706,-25905,5714,-25891,5717,-25885,5719,-25883,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25882,5719,-25262,5846,-25018,5884,-24922,5902,-24884,5910,-24869,5914,-24863,5916 ;
 -30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30996,-3349,-30824,-3955,-30752,-4202,-30535,-4868,-30443,-5134,-30404,-5243,-30389,-5287,-30382,-5305,-30380,-5312,-30379,-5314,-30379,-5315,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316,-30378,-5316 ;
 -25377,-7196,-25001,-7274,-24847,-7303,-24788,-7317,-24764,-7323,-24756,-7325,-24753,-7326,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327,-24751,-7327 ;
 -20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635,-20211,-3635 ;
