Total of paths: 1236
Noise: 765
 39736,1715,39819,1706,39732,2221,39690,2410,40241,2498,40444,2533,40556,2230,40591,2118,40606,2079,40175,1897,40012,1835,39950,1809,39577,1348,39181,909,39032,747,38869,696,38304,755,37543,801,37251,804,37040,763,36960,755,36557,1192,36121,1807,35950,2012,35368,1956,34614,1875,34318,1843,34212,1834,33708,2025,33043,2299,32795,2395,32702,2434,32665,2447,32796,2948,32845,3134,33355,2985,34053,2734,34438,2603,34681,2516,34764,2486,35360,2487,35569,2495,36025,2171,36603,1664,36896,1386,37093,1203,37246,1077,37725,691,37994,474,38094,389,38662,94,38404,233,38303,293,37871,-113,37730,-273,37610,-241,37484,-135,37132,338,37002,515,36873,648,36746,749,36592,854,36536,897,36201,1355,36072,1524,36029,1589,35597,2010,35039,2571,34837,2791,34829,2960,34824,3025,34327,3284,34141,3393,33855,3964,33605,4738,33708,5345,33746,5573,33758,5658,33822,5597,34101,5092,34198,4920,34337,4803,34860,4419,35161,4212,35352,4068,35421,4017,34904,4033,34822,4024,34901,4015,34932,4010,34922,3774,35021,3683,35163,3641,35771,3589,36486,3530,36752,3509,36932,3554,37088,3634,37151,3665,36586,3661,36379,3661,36300,3662,36564,3361,37087,2928,37287,2768,37364,2707,36854,2579,36521,2497,36393,2469,36120,2961,35813,3658,35694,3920,35647,4011,35630,4044,35623,4057,36186,4060,36912,3988,37688,3914,38083,3901,38205,3682,38517,3329,38633,3199,39077,3467,39243,3555,39869,3482,40597,3275,41412,3081,42265,2832,43182,2588,44050,2356,44369,2269,44484,2231,44854,1805,44996,1648,45055,1592,44506,1688,44306,1721,44624,2147,45114,2645,45296,2824,45259,2925,45244,2964,45457,2484,45528,2300,45554,2236,45564,2213,45569,2204,45570,2201,45571,2200,45571,2199 ;
 40266,-3783,40126,-3860,40085,-3889,40172,-3862,40309,-3816,40972,-3597,41197,-3536,41378,-3553,42106,-3648,42350,-3672,42538,-3698,42601,-3706,42621,-3708,42628,-3709,42630,-3709,42631,-3709,42631,-3709,42631,-3709,42631,-3709,42631,-3709,42631,-3709,42155,-4080,41481,-4577,40792,-5123,40573,-5314,39871,-5427,39776,-5453,39784,-5452,39152,-5541,38232,-5645,38255,-5649,38220,-4948,38225,-4864,38227,-4834,38229,-4825,38229,-4822,38493,-4278,38821,-3508,38929,-3259,38964,-3177,39019,-3813,39008,-4649,38996,-4896,39258,-5534,39557,-6346,39654,-6593,40221,-7096,40919,-7631,41146,-7804,40930,-7292,40859,-7132,40944,-7064,40969,-7039,41207,-6458,41329,-6173,41568,-5517,41642,-5304,41589,-5169,41556,-5131,41489,-5263,41406,-5192,40880,-4804,40196,-4296,39963,-4133,39888,-4080,39230,-4276,39013,-4339,38284,-4364,37418,-4270,37153,-4247,37086,-3608,37047,-3402,37036,-3335,37419,-2752,37541,-2553,37576,-2487,37587,-2466,37200,-2946,37081,-3106,37038,-3154,37627,-3381,38446,-3632,38710,-3714,39098,-4312,39490,-5085,39811,-5941,39916,-6239,39949,-6340,40023,-6280,40384,-5687,40553,-5401,40663,-5209,40754,-5052,40782,-5003,40327,-4531,39712,-3903,39513,-3692,39533,-3556,39540,-3512,39052,-3097,38968,-3039,38939,-3018,39543,-2802,39872,-2690,40587,-2467,40820,-2391,40895,-2364,40919,-2354,40868,-2955,40863,-3149,41101,-3848,41287,-3951,41878,-4275,41890,-4135,41891,-4136,42497,-4231,42690,-4257,43192,-4733,43361,-4888,43419,-4935,42821,-4781,42640,-4731,42582,-4714,42564,-4709,43157,-4838,43940,-5097,44731,-5330,45601,-5561,45879,-5640,45969,-5664,45998,-5673,46610,-5549,46812,-5516,46879,-5505,46397,-5836,46240,-5927,46187,-5956,46170,-5965,46651,-5580,46342,-5848,46200,-6428,46157,-6605,46141,-6665,46124,-6572,46113,-6444,46096,-6294,46063,-6141,46053,-6092,45976,-6001,45874,-5892 ;
 46266,-11853,46659,-12231,47240,-12741,47945,-13299,48279,-13566,48442,-13685,48518,-13743,48165,-14160,47626,-14747,47349,-15010,46763,-15303,45989,-15591,45108,-15801,44536,-15949,44177,-16041,43995,-16093,43511,-16474,43224,-16696,43010,-16853,42906,-16917,42862,-16948,43075,-16549,43169,-16379,42797,-15982,42197,-15527,41920,-15330,41509,-14810,41318,-14577,40715,-14500,39875,-14540,39009,-14636,38638,-14672,38451,-14691,38865,-14617,39064,-14589,39159,-14584,39205,-14580,39228,-14576,38644,-14324,38667,-14334,39152,-14157,39383,-14074,40013,-14223,40322,-14282,40015,-14584,39865,-14711,39800,-14773,40235,-14645,40424,-14582,41034,-14553,41869,-14571,42777,-14603,43709,-14601,44629,-14700,45068,-14730,45257,-14751,45345,-14756,45386,-14757,45406,-14758,44892,-14777,44111,-14871,43157,-14914,42253,-14962,41379,-14989,40484,-14981,39548,-14996,38521,-15038,38067,-15087,37870,-15101,37793,-15005,37771,-14858,37817,-14234,37845,-13796,37887,-13499,37907,-13358,37918,-13295,38181,-13692,38307,-13885,38360,-14527,38413,-14827,38865,-15260,39097,-15467,39684,-15427,40396,-15273,40801,-15414,41106,-15437,41362,-15417,41478,-15414,41724,-14918,41799,-14674,41832,-14560,41743,-14464,41700,-14424,42134,-14465,42354,-14479,42353,-14477,42625,-14233,42748,-14117,42810,-14060,42839,-14032,42853,-14019,42658,-13527,42544,-13202,42499,-13052,42381,-12978,42209,-12943,41612,-12930,40785,-12925,40393,-12914,40645,-13158,40751,-13271,40802,-13323,40913,-13297,41397,-13030,41618,-12912,41721,-12856,42168,-12518,42808,-12073,43186,-11793,43461,-11602,43678,-11450,44112,-11194,44428,-11018,44677,-10883,44856,-10855,45342,-10723,46028,-10546,46473,-10443,46785,-10370,46933,-10333,47529,-10290,48048,-9991,48830,-9853,49432,-9993,50229,-10069,51177,-10068,51294,-9830,51279,-9841,51280,-9841,51280,-9841,51176,-9823,50621,-9724,49804,-9616,49420,-9548,49170,-9407,49011,-9268,48887,-9108,48828,-9033,48703,-8958,48547,-8886 ;
 41625,-2365,40803,-1654,41909,-1283,44656,39,47182,1352,49486,2682,51621,3921 ;
 34699,556,34467,-192,34211,-887,34019,-1646,33962,-1874,33514,-2046,32966,-2139 ;
 30213,5502,30057,4756,30040,4852,30238,4661,30326,4571,30023,4432,29515,4269 ;
 39043,-9728,39306,-10340,39410,-10594,39451,-10697,39467,-10741,39946,-10599,40156,-10537 ;
 41561,-1986,41578,-1998,41585,-2002,41589,-2004,41590,-2005,41590,-2005,41382,-2316 ;
 41949,9671,42198,8856,42316,8558,42366,8450,42387,8410,41957,8537,41805,8582 ;
 42316,4406,42316,4406,42260,4404,42260,4404,42260,4404,42260,4404,42260,4404 ;
 35822,-15635,35229,-16233,34983,-16513,34869,-16641,34818,-16699,34794,-16726,34782,-16737,34309,-16928,33626,-17220,32857,-17541,31981,-17926,31636,-18088,31086,-18340,30569,-18560,30227,-18689,29806,-18854,29681,-19083,29388,-19314,29252,-19410,28741,-19498,28298,-19537,28094,-19553,27997,-19558,28446,-19528,29084,-19453,29651,-19401,30172,-19356,30324,-19316,30829,-19144,31557,-18899,31890,-18805,32238,-18273,32609,-17529,33066,-16732,33401,-16168,33630,-15765,33526,-15500,33560,-15204,33580,-15054,33795,-14516,33891,-14255,33936,-14121,33450,-13981,33206,-13921,33279,-14318,33040,-14421,32627,-14691,31996,-15099,31442,-15442,30815,-15846,30132,-16228,29703,-16509,29391,-16709,29240,-16794,29064,-16902,28979,-16958,28939,-16983,28852,-17033,29293,-17123,29343,-17200,29594,-16769,30013,-16096,30203,-15816,30773,-15591,31529,-15459,31884,-15410,32534,-15188,32822,-15066,32967,-15001,33498,-14787,34101,-14530,34388,-14410,34518,-14353,34576,-14325,34325,-14748,34332,-14728,33987,-15109,33493,-15648,33261,-15900,32711,-16264,32014,-16640,31681,-16814,30960,-16979,30138,-17130,29175,-17270,28724,-17351,28226,-17337,27996,-17327,27519,-17458,27034,-17604,26825,-17676,26719,-17712,26555,-17939,26557,-17938,26142,-18256,25958,-18428,25871,-18508,25833,-18543,25815,-18560,26292,-18318,26942,-17964,27690,-17524,28072,-17300,28254,-17208,28339,-17165,28750,-16740,28930,-16534,29172,-16487,29744,-16400,30195,-16332,30954,-16253,31303,-16182,31915,-15879,32676,-15414,33049,-15180,33716,-14894,34482,-14602,35398,-14387,35776,-14076,35958,-13931,36045,-13863,35691,-13481,35145,-12966,34510,-12393,33800,-11800,33078,-11162,32357,-10521,31630,-9889,30927,-9292,30638,-9022,30089,-8835,29443,-8694,28716,-8569,28376,-8513,28220,-8498,27751,-8530 ;
 41923,-7388,41932,-6537,41948,-6271,41766,-5595,41448,-4794,41356,-4552,41857,-4094,42018,-3940,42090,-4582,42145,-5337,42139,-5298,42249,-6008,42585,-6544,42682,-6710,42688,-6781,42596,-6825,42596,-6825,42596,-6825,43089,-7288,43534,-7733,43676,-7874,44364,-8171,44573,-8336,44566,-8334,44999,-8763,45216,-8968,45788,-9513,45944,-9661,45994,-9704,45315,-9710,45118,-9718,44445,-9541,43613,-9313,42734,-9028,41844,-8750,40915,-8438,40633,-8340,40884,-8844,40954,-8997,40906,-8371,40896,-8179,40894,-8121,40932,-8797,40943,-9010,40317,-9228,40137,-9279,39616,-8840,39459,-8707,39635,-8067,39881,-7299,39965,-7071,40631,-6754,40814,-6660,41216,-6053,41342,-5858,40933,-5324,40856,-4699,40495,-4191,40074,-3723,39645,-3248,39227,-2741,39098,-2601,39055,-2556,39414,-3017,39900,-3726,40486,-4474,40644,-4688,41203,-5156,41814,-5690,42001,-5864,42392,-6435,42938,-7196,42898,-7585,43198,-8087,43302,-8243,42691,-8421,42515,-8469,42458,-8481,42579,-9145,42613,-9346,41997,-9276,42359,-9412,42315,-9406,42450,-8787,42491,-8601,41830,-8549,40978,-8554,40077,-8602,39810,-8598,39179,-8365,38997,-8298,38243,-8355,37359,-8437,37100,-8487,37024,-8495,37625,-8418,38505,-8259,39476,-8152,40452,-8107,40744,-8098,40832,-8097,40559,-8674,40477,-8851,40453,-8905,41040,-8647,41770,-8278,42599,-7908,42846,-7796,43427,-7289,43607,-7142,44272,-6969,45161,-6758,45433,-6708,45518,-6694,45545,-6690,45123,-6176,44998,-6002,44960,-5950,44270,-5800,44076,-5744,43692,-5186,43565,-5027,43442,-4333,43321,-3473,43221,-2528,43104,-1599,42990,-668,42973,-385,43225,-344,43429,312,43616,827,43613,810,43612,805,43611,803,43611,802,43245,1097 ;
 40591,-2797,40591,-2797,40056,-2762,39345,-2812,39101,-2809,38997,-2284,38871,-2107,38872,-2112,38873,-2114,38340,-1822,37744,-1444,37541,-1321,37472,-1283,37447,-1269,37439,-1265,37269,-1780,36972,-2481,36649,-3241,36358,-4039,36070,-4812,35969,-5080,35712,-4659,35533,-4262,35433,-4066,35396,-3998,35382,-3974,35378,-3966,35376,-3963,35376,-3962,35376,-3961,35344,-3359,35286,-2610,35244,-2339,35229,-2240,35222,-2203,35220,-2191,35219,-2186,35219,-2185 ;
 45357,2319,45357,2319,44831,2348,44650,2358,44586,2366,43962,2454,43191,2593,43477,2541,43015,2612,42451,2741,42267,2799,42204,2821,41643,2815,40884,2801,40053,2790,39207,2782,38916,2785,38228,2638,37445,2420,37153,2333,37051,2298,36581,2632,35939,3118,35247,3645,34546,4068,34328,4219,34082,4388,34004,4449,33977,4467,33967,4473,33963,4475,33962,4475,34194,4491,34413,4379,34491,4344,34519,4333,34529,4328,34111,4228 ;
 43850,5511,43850,5510,43305,5582,43093,5590,43007,5596,42622,5134,42221,4557,42068,4344,42016,4258,41994,4225,41635,4412,41097,4684,40490,5032,40272,5160,40186,5211,40613,5549,40782,5692,40842,5747,40372,6003,40655,5841,40777,5781,40823,5757,40751,5230,40649,4550,40627,4284,40613,4176,40608,4132,40606,4116,41100,4254,41290,4307,41365,4328,41393,4335,41404,4337,41423,4859,41362,5619,41618,6229,41772,7034,41826,7328 ;
 50312,-6421,50312,-6421,50715,-6773,50993,-7049,51104,-7177,51155,-7230,50628,-7260,49789,-7295,49402,-7310,49224,-7317,49073,-7876,48989,-8141,48819,-7701,48748,-7512,48726,-7206,48676,-7198,48676,-7205,48694,-7236,48349,-7451,48072,-8047,47945,-8323,47416,-8695,46685,-9063,46163,-9317,45867,-9455,45622,-9566,45508,-9607,45058,-9236,44845,-9086,44417,-8572,43923,-7941,43687,-7658,43572,-7528,44004,-7138,44713,-6724,45554,-6205,45925,-5942,46104,-5828 ;
 50007,-2837,50316,-3039,50301,-3033,50293,-3030,50289,-3029,49795,-2921,49061,-2654,48159,-2368,47554,-2134,47117,-1944,46888,-1837,46785,-1785,46735,-1756,46433,-2125,46096,-2600,46099,-2912,45863,-3424,45743,-3674,45686,-3790,45227,-4081,45014,-4237,44909,-4319,44750,-3870,44602,-3200,44533,-2901,44532,-2221,44611,-1396,44669,-1014,45017,-533,45174,-302,44764,-240,44554,-218,44448,-202,44806,128,45333,572,45592,791,45928,589,46281,423 ;
 30607,-13322,30470,-13309,30342,-13292,30194,-13280,29527,-13189,29205,-13170,28998,-13155,28830,-13136,28681,-13123,28533,-13097,28385,-13085,28328,-13079,28167,-13120,28108,-13133,28077,-13234,28068,-13366,28011,-13972,27970,-14760,27956,-15035,28038,-15158,28154,-15228,28197,-15250,28120,-15295,28002,-15334,27962,-15348,27879,-15422,27783,-15512,27750,-15546,27716,-15647,27684,-15761,27672,-15803,27805,-15856,27852,-15878,28467,-15735,29280,-15498,30161,-15283,31018,-15068,31883,-14857,32192,-14781,32444,-15316,32552,-15500,32590,-15564,32601,-15587,32605,-15595,32962,-15798,33233,-15842,33327,-15854,33358,-15857,33368,-15858,33272,-15847,33146,-15836,33013,-15821,32866,-15794 ;
 33347,-2154,33111,-1591,33014,-1372,32617,-1012,32450,-883,32336,-283,32260,491,32254,778,32249,892,32247,936,32244,953,32244,960,32244,962,32795,867,33022,1025,33357,775,33598,653,33692,605,33729,590,33644,33,33516,-708,33469,-991,33921,-1334,34085,-1453,34148,-1499,34704,-1447,35454,-1346,36287,-1218,37143,-1034,38008,-860,38345,-795,38476,-768,38879,-304,39040,-139,39645,77,40400,260,40696,344,40810,378,40853,389,40871,395,40878,397,40881,398,40882,398,40450,121,40285,23,39789,99,39590,116,39360,-379,39286,-568,39260,-643,38912,-428,38394,-74,37828,369 ;
 35448,-4571,34772,-4644,34072,-4702,33457,-4778,33265,-4813,33543,-5394,33836,-6131,34231,-6931,34649,-7721,35170,-8076,35325,-8187,34834,-8489,34695,-8594,34654,-8626,35073,-9102,35192,-9245,35352,-8680,35401,-8509,36102,-8433,36312,-8417,36356,-8443,36891,-8504,37476,-8541,37934,-8490,38413,-8420,39155,-8074,39785,-7953,40649,-7814,41509,-7594,42362,-7447,42634,-7413,43401,-7556,44274,-7717,45174,-7779,46153,-7846,46402,-8122,47171,-8294,47411,-8357,47481,-8377,47367,-8689,47334,-8778,47281,-8851,47282,-8850,46654,-8807,45871,-8703,45632,-8663,45557,-8647,45534,-8642,45527,-8640,45434,-8583,45314,-8502,45191,-8421,45053,-8348 ;
 44989,-17429,44122,-17457,43640,-17502,43183,-17545,44687,-17510,44662,-16977,44640,-16474,43907,-16606,44618,-16748,47224,-16716,49712,-16671,51968,-16684 ;
 38233,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,38234,-14737,37877,-14590 ;
 31452,-1705,31491,-1620,31424,-1560,31138,-1451,31022,-1477,30869,-1513,30699,-1543,30519,-1590,30342,-1644,30178,-1695,30122,-1711,30102,-1715 ;
 36425,85,36025,317,35478,611,34871,877,34205,1223,33498,1552,32843,1873,32189,2251,31539,2603,30959,2980,30723,3109,30632,3158 ;
 42410,-4628,42403,-4581,42401,-4566,42306,-4491,42191,-4407,42065,-4320,41951,-4234,41917,-4206,41907,-4197,41811,-4137,41695,-4061,41572,-3977 ;
 44521,-14541,44428,-14503,44289,-14463,44143,-14419,43992,-14373,43817,-14321,43640,-14274,43470,-14237,43293,-14199,43108,-14161,42931,-14107,42751,-14060 ;
 48949,-1181,50723,-1061,50618,-19,49778,-800,47226,-683,44780,-647,42579,-597,41748,-1370,42286,-403,41796,-1223,43229,-772,46171,-32,49061,642,51793,1273 ;
 41819,-1219,42039,-1186,42106,-1178,41713,-1322,41206,-1484,41559,-1368,42164,-1118,42366,-1035,42431,-1004,42452,-993,42460,-990,42463,-989,41949,-1151,41385,-1334 ;
 46572,3069,46572,3069,46001,3132,45422,3213,44853,3312,44095,3423,43298,3588,43056,3634,42394,3588,42526,3632,42784,3497,42300,3356,41749,3200,41179,3095 ;
 46621,-1343,46620,-1343,46139,-1651,45643,-1993,45132,-2322,44537,-2760,43887,-3228,43251,-3765,42605,-4257,41899,-4707,41207,-5203,40994,-5355,40925,-5396,40902,-5409 ;
 40198,9068,40198,9068,40663,9071,41237,9083,41479,8909,41957,8872,42158,8857,42243,8858,42281,8860,41818,8946,41156,9092,40785,9176,40373,9242,39774,9374 ;
 50974,-5437,50974,-5437,50486,-5582,49859,-5863,49544,-5999,49395,-6068,48774,-6248,47926,-6466,47532,-6559,47348,-6599,47262,-6625,47221,-6637,46927,-7107,46783,-7340 ;
 50037,3138,50037,3138,50311,3602,50434,3801,50487,3884,50511,3918,50161,4348,49996,4541,49929,4633,49898,4673,49345,4723,49123,4735,49032,4736,48995,4736 ;
 50023,-1214,50300,-943,50429,-818,50483,-765,50508,-742,50519,-731,50524,-727,50072,-1013,49862,-1130,49688,-1162,49598,-1157,49561,-1157,49445,-1161,49394,-1164 ;
 42879,3987,42877,3987,42638,3680,42290,3258,42116,3066,42032,2977,41741,2636,41594,2472,41518,2399,41247,2085,40830,1658,40339,1200,39847,653,39309,40,38815,-623,38335,-1228,38107,-1525,37633,-1837,37037,-2113,36401,-2387,36111,-2523,35783,-3112,35456,-3906,35129,-4760,34946,-5162,35084,-5842,35380,-6665,35774,-7508,35997,-7894,36092,-8093,36132,-8188,36148,-8232,36582,-8608,37207,-9068,37525,-9290,38197,-9402,39105,-9506,40034,-9574,40479,-9605,40693,-9626,40956,-9152,41250,-8375,41487,-7500,41643,-6861,41872,-6209,41977,-5878,42018,-5709,42041,-5630,41719,-5790,41223,-6060,40636,-6376 ;
 47781,-9563,48295,-9438,48547,-9378,48277,-9665,48138,-9809,48071,-9879,48037,-9917,48020,-9936,48074,-9444,48108,-9133,48128,-8983,47792,-9245,47614,-9389,47530,-9460,47821,-9937,47963,-10172,48027,-10293,47554,-10341,46856,-10348,45988,-10384,45566,-10421,45368,-10441,44778,-10356,44487,-10314,44352,-10283,44289,-10265,43760,-10232,43480,-10218,43336,-10213,42771,-10274,42107,-10328,41411,-10427,40658,-10541,40313,-10614,39666,-10504,39358,-10460,39208,-10437,39345,-9971,39621,-9279,39942,-8413,40312,-7582,40282,-7632,40488,-7184,40731,-6520,40856,-6198,40909,-6043,40428,-5930,40188,-5892,40071,-5874,39527,-5852,39258,-5829,39127,-5819,39063,-5315,39093,-4601,39117,-4242,39136,-4067,38665,-4009,38430,-3972,38309,-3949,38249,-3938,38218,-3933,38203,-3931,38196,-3930,37860,-3555,37378,-3011,36797,-2684,36826,-2696,36840,-2702,36847,-2704,37351,-2784,38082,-2909,38454,-2957,38621,-2992,38697,-3008,38734,-3016,38964,-3483,39323,-4153,39533,-4478,39649,-4644,39706,-4732,39737,-4771,39752,-4790,39314,-5015,38659,-5319,38341,-5454,38195,-5518,38127,-5555,38389,-5197,38851,-4625,39380,-3908,39957,-3159,40548,-2403,40843,-2005,40977,-1793,41046,-1686,41525,-1862,41778,-1944,41888,-2497,41922,-2769,42346,-3184,42554,-3373,43162,-3473,43966,-3530,44349,-3571,44532,-3580,45068,-3717 ;
 35218,-28611,35218,-28611,35078,-28170,34868,-27470,34788,-27128,34767,-26966,34721,-26458,34719,-25734,34715,-24903,34673,-24034,34684,-23626,34673,-23436,34496,-23130,34261,-22746,34155,-22563,34135,-22056,34122,-21824,34406,-21296,34784,-20661,35193,-19958,35546,-19232,36023,-18449,36266,-18064,36329,-17419,36342,-17114,36352,-16968,36458,-16427,36502,-15729,36582,-14941,36664,-14107,36713,-13759,36877,-13184,37130,-12484,37434,-11787,37783,-10969,37900,-10693,38095,-10252,38166,-10044,38193,-9954,37785,-9957 ;
 33118,-14427,33118,-14427,33341,-14671,33631,-14989,33967,-15304,34083,-15426,34118,-15469,34130,-15484,33750,-15323,33371,-15173,33246,-15108,33125,-14803,32918,-14287,32702,-13762,32493,-13183,32301,-12587,32081,-11975,31888,-11320,31702,-10706,31539,-10073,31338,-9408,31270,-9178,31435,-8573,31567,-8190,31619,-8067,31599,-7478,31564,-6777,31551,-6534,31734,-5957,32032,-5279,32126,-5030,32199,-4405,32266,-3641,32288,-3400,32495,-2814,32567,-2610,32585,-2537,32592,-2511,32879,-1985,32990,-1819 ;
 33789,1847,33789,1847,34204,1614,34373,1518,34984,1465,35726,1371,36506,1275,37305,1252,38103,1273,38900,1269,39692,1206,40511,1126,40848,1090,41491,1049,42255,999,42555,972,43161,1107,43930,1335,44754,1551,45078,1643,45211,1679,44840,1524,44188,1248,43909,1128,43795,1081,44146,1382,44281,1517,44569,2027,44969,2682,44913,2764,44628,2374,44527,2221,44484,2161,44465,2137,44326,1663,44288,1468,44763,1233,44487,1301,44885,1163,45573,984 ;
 42635,-8979,43095,-8622,43271,-8484,43333,-8436,43357,-8418,43912,-8596,44708,-8874,45028,-8999,45145,-9043,44884,-8572,44594,-8487,44475,-8451,44072,-8910,43587,-9549,43388,-9773,43312,-9858,43732,-9512,44338,-9013,45083,-8468,45505,-8144,46103,-7624,46728,-6988,47122,-6649,47409,-6418,47516,-6331,47552,-6296,47267,-6786,46837,-7506,46379,-8319,46207,-8599,46142,-8705,45773,-8212,45331,-7549,45166,-7295,45365,-6659,45433,-6408,45461,-6315,45469,-6278,45472,-6262,45473,-6257 ;
 43025,-19058,42582,-19056,42368,-19045,42267,-19035,42219,-19026,42195,-19022,42662,-19071,42911,-19086,43373,-18734,43929,-18283,44551,-17680,45207,-17036,45881,-16352,46603,-15656,47374,-15021,47759,-14645,48045,-14298,48183,-14139,48436,-13607,48808,-12906,48939,-12695,49112,-12340,49187,-12154,49224,-12065,48870,-11955,48182,-11835,47400,-11669,46748,-11561,46540,-11706,46548,-11698,46553,-11695,47053,-11686,47787,-11621,48167,-11593,48353,-11579,48442,-11567,48485,-11561,48507,-11543,48506,-11543,48505,-11543 ;
 34375,-18209,34146,-17847,33834,-17314,33535,-16746,33430,-16548,33340,-16107,33305,-15958,33652,-15526,34147,-14985,34715,-14383,34920,-14169,34986,-14090,35010,-14059,34983,-13518,34961,-13321,34577,-13009,34087,-12715,33510,-12422 ;
 40780,-4229,40780,-4229,40918,-3744,40976,-3539,41008,-3456,40568,-3616,40388,-3682,40319,-3710,40773,-3538,40959,-3464,41038,-3439,41070,-3428,41420,-3065,41932,-2531,42145,-2312,42230,-2227,41958,-1889,41583,-1468 ;
 45080,-10607,45669,-10718,45876,-10772,46457,-10482,47137,-10079,47841,-9631,48083,-9449,48245,-9206,48090,-8581,48169,-8921,48199,-9050,48732,-9120,48922,-9150,48990,-9159,49015,-9164,48748,-8836,48374,-8401,47936,-7917 ;
 50306,-16391,50551,-16359,50672,-16352,50835,-15865,51066,-15145,51187,-14794,51245,-14620,51275,-14539,51292,-14498,51577,-14338,51703,-14266,51766,-14229,51303,-14192,50591,-14126,49789,-14075,49372,-14055,48858,-13793,48290,-13418 ;
 32151,-2027,32151,-2027,31869,-2400,31432,-2871,31245,-3077,30803,-3222,30244,-3311,29603,-3356 ;
 30442,1945,30442,1945,30938,2158,31254,2566,31359,2713,31395,2765,30990,2735,30441,2657 ;
 35272,-6194,35272,-6194,35309,-6659,35412,-7316,35457,-7571,35098,-7820,34617,-8062,34079,-8313 ;
 40463,-12823,40292,-13034,40237,-13108,40218,-13134,40211,-13142,39795,-13239,39213,-13386,38561,-13611 ;
 41667,5941,41667,5941,41667,5941,41125,5738,40920,5659,40447,5754,39862,5949,39211,6113 ;
 39153,-2146,39153,-2146,39284,-1800,39347,-1630,39387,-1546,39406,-1509,38989,-1470,38377,-1445 ;
 25814,-2365,25700,-2183,25659,-2120,25644,-2100,25639,-2093,25637,-2090,26168,-2180,26823,-2281,27546,-2408,27837,-2259,28366,-2329,28498,-2550,28759,-2942,29014,-3115,29568,-3232,29766,-3267,30357,-3380,30563,-3421,30635,-3429,30614,-3024,30593,-2465,30581,-2196,30771,-1893,31023,-1797,31326,-1543,31634,-1245,31750,-1143,31793,-1106,31809,-1092,31502,-1412,31070,-1808,30492,-2364,29914,-2973,29355,-3580,29153,-3774,29085,-3842,29062,-3863,29053,-3871,29596,-3850,29784,-3848,29846,-3847,29440,-3864,28873,-3942,28683,-3978,28617,-3990,29132,-3990,29318,-4002,29384,-4008,28987,-4051,28844,-4063,28795,-4067,29199,-3722,29326,-3595,29902,-3415,30700,-3294,31498,-3171,31770,-3138,31863,-3125,31858,-2601,31804,-1884,31741,-1122,31676,-317 ;
 31055,6678,31054,6679,30567,6645,30359,6822,30276,6896,30241,6922,30654,6701,31258,6373,31481,6238,32073,6116,32796,6010,33093,5947,33637,5657,34306,5238,35053,4866,35336,4725,35452,4668,35989,4540,36679,4376,37447,4190,38097,4067,38429,4104,38872,4114,39359,4027,39833,3923,40547,3774,41300,3633,42078,3505,42589,3144,42752,2800,43290,2502,43997,2266,44728,2038,45529,1858,45864,1787,46444,1426,46682,1281,46868,848,46954,679,46989,606,47003,576,46603,630,45966,764,45342,931,45102,996,45239,1483,45507,2065,45619,2305,45319,2018,45193,1914,45143,1871,45452,2259,45836,2828,46349,3416,46417,3794,46127,3572,46003,3493,46250,3061,46353,2886,46395,2808,46412,2777,46418,2763 ;
 35547,-2758,35331,-2686,35249,-2652,34971,-2109,34581,-1400,34445,-1110,34399,-1010,34922,-962,35729,-933,36036,-921,36704,-1027,37480,-1171,38276,-1350,39149,-1617,40111,-1900,40466,-2030,41082,-2433,41882,-2850,42707,-3239,43099,-3448,43754,-3839,44086,-4039,44211,-4129,44257,-4161,44806,-4359,45034,-4433,45391,-4762,45528,-4880,45799,-4928,45911,-5036,45954,-5081,45970,-5100,46556,-5105,46870,-5120,47012,-5359,47060,-5448,47416,-5480,46948,-5505,46771,-5515,46702,-5518,46581,-5543,45928,-5632,45063,-5690,44753,-5733,44582,-5654,44521,-5626,44594,-5579,44710,-5530,45105,-5722,45253,-5792,45352,-5732,45388,-5709,45484,-5107,45513,-4877,45524,-4793,45528,-4760,45575,-4127,45593,-3302,45612,-2889,45753,-2162,45818,-1789,45857,-1570 ;
 40337,-10238,40370,-9689,40391,-9281,40402,-9081,40308,-8511,40205,-7703,40145,-7308,40119,-7105,40112,-7010,40082,-7476,39992,-8215,39952,-8605,39930,-8792,39925,-8882,39856,-9401,39827,-9669,39818,-9797,40272,-9941,40983,-10109,41862,-10274,42781,-10398,43671,-10538,44610,-10712,45023,-10783,45661,-10941,45967,-11022,46589,-10986,46893,-10967,47034,-10945,47097,-10932,47125,-10923,47140,-10919,46843,-11308,46755,-11430,46714,-11491,46309,-11176,46121,-11021,46031,-10947,46049,-11304,46052,-11478,46055,-11562,46310,-11356,46429,-11266,46482,-11218,46238,-11596,46113,-11774,46052,-11861,46452,-12100,46176,-12014,46500,-12148,47083,-12443,47410,-12626,47333,-12795,47416,-12926,47350,-13045,47352,-13033,47353,-13027,47354,-13023,47354,-13022,47354,-13021,47419,-12531,47534,-11875 ;
